station,province,rows,cgn_id,cgn_name,cgn_concise,cgn_lat,cgn_lon,hr_lat,hr_lon,csd_id,wikidata_qid,coord_source
Reinzi,SASKATCHEWAN,2,,,,,,,,,,
Traytor,SASKATCHEWAN,2,HANUV,Traynor,,52.2440670,-108.3898500,,,,,agent_high
Oakvill,MANITOBA,2,GATXE,Oakville,,49.9294440,-98.0038890,,,,,agent_high
Smiths,MANITOBA,2,GAZPN,Smiths,UNP,49.3538890,-97.5016670,,,,,cgn_direct
Engelfeld,SASKATCHEWAN,2,HAHXA,Englefeld,,52.1620389,-104.6553444,,,,,agent_high
Lovatt,SASKATCHEWAN,2,,,,,,,,,,
Riddell,SASKATCHEWAN,2,HATUU,Ruddell,,52.6052694,-107.8578694,,,,,agent_high
Sternaway,SASKATCHEWAN,2,,,,,,,,,,
Stevens,SASKATCHEWAN,2,,,,,,,,,,
Willis,SASKATCHEWAN,2,,,,,,,,,,
Keevatin,ONTARIO,2,,,,,,,,,,
Kalcida,MANITOBA,2,GAMLC,Kaleida,,49.1288890,-98.4677780,,,,,agent_high
Keddestone,SASKATCHEWAN,2,,,,,,,,,,
Radium,SASKATCHEWAN,2,,,,,,,,,,
1st Siding South of Melfort,SASKATCHEWAN,2,,,,,,,,,,
1,BRITISH COLUMBIA,2,,,,,,,,,,parser_artifact
Candon,SASKATCHEWAN,2,HABQG,Cando,,52.3740860,-108.2130490,,,,,agent_high
L'énore,MANITOBA,2,GAOLT,Lenore,UNP,49.9583330,-100.7516700,,,,,cgn_direct
Mathér,MANITOBA,2,GAQKJ,Mather,UNP,49.0988890,-99.1911110,,,ON141022,Q115262175,cgn_direct
Pendinnis,MANITOBA,2,GAVHV,Pendennis,,49.9752780,-100.1827800,,,,,agent_high
Siding M. 202,MANITOBA,2,,,,,,,,,,
Una,MANITOBA,2,,,,,,,,,,
Govenlock.....*,SASKATCHEWAN,2,HAURU,Govenlock,UNP,49.2242770,-109.8177180,,,,,cgn_direct
Carolside,SASKATCHEWAN,2,,,,,,,,,,
Galilé,SASKATCHEWAN,2,HACUN,Galilee,,49.9373150,-105.5370220,,,,,agent_high
North Transcona,ONTARIO,2,,,,,,,,,,
Transcona,ONTARIO,2,,,,,,,,MB159013,,
Saskatoon,ONTARIO,2,,,,,,52.1167,-106.6333,SK181020,Q10566,hr_places
St. Boniface,ONTARIO,2,,,,,,,,MB160012,Q1004192,
Titian,ONTARIO,2,,,,,,,,,,
McLean (Deepdale),MANITOBA,2,,,,,,,,SK176056,Q2201000,
Paulson,MANITOBA,2,GAVBS,Paulson,UNP,51.1152780,-99.9327780,,,,,cgn_direct
Shelvin,MANITOBA,2,GAZAN,Shevlin,,51.1938890,-101.2083300,,,,,agent_medium
Deveroux,SASKATCHEWAN,2,,,,,,,,,,
MacDowell,SASKATCHEWAN,2,HAKTB,Macdowall,,53.0139000,-106.0138780,,,,,agent_high
"Edmonton, South",ALBERTA,2,IACMP,Edmonton,CITY,53.5344445,-113.4902778,53.55,-113.4667,AB199016,Q2096,cgn_direct
Mechoché,ALBERTA,2,,,,,,,,,,
Pibrock,ALBERTA,2,IAEXR,Pibroch,,54.2544444,-113.8750000,,,,,agent_high
Tilton,MANITOBA,2,,,,,,47.6333,-53.3,ON146118,Q115262994,hr_places
Archerwell,SASKATCHEWAN,2,HAPCO,Archerwill,,52.4389944,-103.8610139,,,,,agent_high
Battle River,SASKATCHEWAN,2,,,,,,,,SK182018,Q4870102,
Bellwood,SASKATCHEWAN,2,,,,,,,,,,
Scottsburg,SASKATCHEWAN,2,HAHZT,Scottsburgh,UNP,50.1716190,-107.1271040,50.1667,-107.1333,,,cgn_direct
Cheadlo,ALBERTA,2,IALQG,Cheadle,,51.0144445,-113.5405556,,,,,agent_high
Pultenay Sdg,ALBERTA,2,,,,,,,,,,
Dodson,ALBERTA,2,,,,,,,,,,
Notre-Dame-de Lourdes,MANITOBA,2,GBSKM,Notre-Dame-de-Lourdes,VILG,49.5330560,-98.5577780,49.5331,-98.5578,QC099006,Q112911709,cgn_direct
Pultenay Siding,ALBERTA,2,,,,,,,,,,
Hillard,ALBERTA,2,IAJWI,Hilliard,,53.6400000,-112.4819444,,,,,agent_high
Spadden,ALBERTA,2,IAKOY,Spedden,,54.1386111,-111.7255556,,,,,agent_high
"West St. John, N.B.,",QUEBEC,2,,Saint John West [Q112548740],,45.259374,-66.077759,,,,,wikidata
St. Boniface Mfg. E,MANITOBA,2,,,,,,,,,,
E.S,MANITOBA,2,,,,,,,,,,
Sonnenfeld,SASKATCHEWAN,2,,,,,,,,,,
Graybarn,SASKATCHEWAN,2,HADNN,Grayburn,,50.5368770,-105.8325920,,,,,agent_high
Leonard,SASKATCHEWAN,2,HAGEN,Leofnard,,52.5500319,-105.7172231,,,ON148112,Q115262034,agent_high
MacDowall,SASKATCHEWAN,2,HAKTB,Macdowall,HAM,53.0139000,-106.0138780,,,,,cgn_direct
Blackfields,ALBERTA,2,IAGFN,Blackfalds,,52.3783333,-113.7961111,,,,,agent_high
Alliance Sub. (Siding 4-4),ALBERTA,2,,,,,,,,,,
"West St. John, N.B. X",QUEBEC,2,,,,,,,,,,
Mfg. E,SASKATCHEWAN,2,,,,,,,,,,
Procket,ALBERTA,2,IAIDD,Brocket,,49.5466667,-113.7497222,,,,,agent_high
Mazetta,ALBERTA,2,,,,,,,,,,
Villencuve,ALBERTA,2,IAONZ,Villeneuve,,53.6563889,-113.8116667,,,,,agent_high
Neeppawa..... (also C.N.R.),MANITOBA,2,,,,,,,,,,parser_artifact
Portage la Prairie.... (also C.N.R.),MANITOBA,2,GAWDD,Portage la Prairie,CITY,49.9727780,-98.2919440,49.9928,-98.2692,MB160011,Q1017624,cgn_direct
Dipples,MANITOBA,2,,,,,,,,,,
Morris..... (also C.P.R. & G.N.R.),MANITOBA,2,GASCI,Morris,TOWN,49.3550000,-97.3650000,49.355,-97.365,MB156004,Q1660794,cgn_direct
Roland..... (also C.P.R.),MANITOBA,2,GAXKB,Roland,UNP,49.3663890,-97.9400000,,,MB156006,Q1661133,cgn_direct
Russell..... (also C.P.R.),MANITOBA,2,GAXTQ,Russell,TOWN,50.7808330,-101.2838900,50.7808,-101.2839,MB168006,Q1661260,cgn_direct
Bienfait..... (also C.N.R.),SASKATCHEWAN,2,HAUQL,Bienfait,TOWN,49.1391556,-102.8014869,49.15,-102.8167,SK171028,Q1909440,cgn_direct
Environ..... (Asquith Pit),SASKATCHEWAN,2,HAPFX,Environ,UNP,52.2290240,-107.3295440,,,,,cgn_direct
Hanson..... (Bagley),SASKATCHEWAN,2,,,,,,,,,,
Layco (Echo Lake),SASKATCHEWAN,2,HAFLR,Layco,UNP,51.7009140,-103.4140370,,,,,cgn_direct
Malgren,SASKATCHEWAN,2,HAACS,Malmgren,,51.6667161,-107.9173411,,,,,agent_high
Griffin..... (also C.P.R.),SASKATCHEWAN,2,HAOPC,Griffin,HAM,49.6666899,-103.4338530,49.6667,-103.4333,SK172011,Q5608813,cgn_direct
Oban..... (also C.P.R.),SASKATCHEWAN,2,HANCO,Oban,UNP,52.1271040,-108.1423100,52.1333,-108.1333,,,cgn_direct
Zebner,SASKATCHEWAN,2,HAVHU,Zehner,,50.5717730,-104.4516370,,,,,agent_medium
(Strathcona) (also C.N.R.),ALBERTA,2,,,,,,,,,,parser_artifact
(Thérien),ALBERTA,2,,,,,,,,,,parser_artifact
Morinville..... (also E. D. & B.C.),ALBERTA,2,IALHY,Morinville,TOWN,53.8027778,-113.6438889,53.8,-113.65,AB199020,Q1746026,cgn_direct
Neepawa..... (also C.N.R.),MANITOBA,2,GASYI,Neepawa,TOWN,50.2288890,-99.4655560,50.2289,-99.4656,MB164010,Q2450886,cgn_direct
Nokomis..... (also C.N.R.),SASKATCHEWAN,2,HATOI,Nokomis,TOWN,51.5108167,-105.0068306,51.5,-105.0,SK181025,Q1878805,cgn_direct
"Regina,..... (also C.N.R.)",SASKATCHEWAN,2,HAIMP,Regina,CITY,50.4548389,-104.6066083,50.45,-104.6167,SK176022,Q2123,cgn_direct
Wartime..... (also C.N.R.),SASKATCHEWAN,2,HAJPX,Wartime,UNP,51.2125720,-108.1949860,51.2167,-108.1833,,,cgn_direct
(Hawthorne),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
Linwood,SASKATCHEWAN,2,,,,,,43.5833,-80.7167,NS005006,Q6555141,hr_places
Mchan,SASKATCHEWAN,2,HALKD,Mehan,,51.2985420,-102.4428750,,,,,agent_medium
Mile 46 Aberdeen-Melfort Branch,SASKATCHEWAN,2,,,,,,,,,,
Beaver Hill,ALBERTA,2,IAEAH,Beaverhill,UNP,53.8038889,-112.8627778,,,,,cgn_direct
Nevis..... (also C.N.R.),ALBERTA,2,IANOF,Nevis,UNP,52.3302778,-113.0313889,52.3333,-113.0167,,,cgn_direct
Hart Siding,ALBERTA,2,,,,,,,,,,
Heenan,ALBERTA,2,,,,,,,,,,
Langley,ALBERTA,2,,,,,,,,,,
Sylvan Lake..... (also C.P.R.),ALBERTA,2,IAMRT,Sylvan Lake,TOWN,52.3088888,-114.0977778,,,AB197026,Q2046751,cgn_direct
Victoria,BRITISH COLUMBIA,2,JBOBQ,Victoria,CITY,48.4283330,-123.3647220,48.4333,-123.3667,BC217001,Q2132,cgn_direct
"West Saint John, N.B",ONTARIO,2,,,,,,,,,,
Ashburys,MANITOBA,2,GABCR,Ashbury,,49.8038890,-100.3891700,,,,,agent_high
Tileton,MANITOBA,2,GBBVK,Tilston,,49.3936110,-101.3127800,,,,,agent_high
Council,SASKATCHEWAN,2,,,,,,,,,,
Patrick Sdg,SASKATCHEWAN,2,,,,,,,,,,
Hatton,ALBERTA,2,,,,,,50.05,-109.8333,SK174033,Q14874950,hr_places
"""",MANITOBA,2,,,,,,,,,,parser_artifact
Wassawa,MANITOBA,2,,,,,,,,,,
Strong's Siding,SASKATCHEWAN,2,HAMVJ,Strong,,51.5672340,-106.3561160,,,,,agent_high
Oxen,ALBERTA,2,,,,,,,,,,
Drfver,SASKATCHEWAN,2,HAGVX,Driver,,51.6777870,-109.3766040,,,,,agent_medium
Forgray,SASKATCHEWAN,2,,,,,,,,,,
Fee,SASKATCHEWAN,2,,,,,,,,,,
Othon,SASKATCHEWAN,2,HANHF,Otthon,,51.0967560,-102.5968050,,,,,agent_high
Punichy,SASKATCHEWAN,2,HATOZ,Punnichy,,51.3715167,-104.2976028,,,,,agent_high
Keewatan,ONTARIO,2,,,,,,,,,,
Station,QUEBEC,2,,,,,,,,,,parser_artifact
Glenbow,ALBERTA,2,IAGNU,Glenbow,UNP,51.1588889,-114.3850000,,,,,cgn_direct
Kirkealdy,ALBERTA,2,IABEX,Kirkcaldy,,50.3350000,-113.2377778,,,,,agent_high
Ochre R ver,MANITOBA,2,GATYL,Ochre River,,51.0622220,-99.7800000,,,,,agent_high
Alaska,SASKATCHEWAN,2,,,,,,,,,,
Rosebud Creek,ALBERTA,2,,,,,,,,,,
North Transcona,BRITISH COLUMBIA,2,,,,,,,,,,
Stations. 4,ONTARIO,2,,,,,,,,,,
"Alida,",MANITOBA,2,HABLN,Alida,VILG,49.3890056,-101.8742889,0.0,0.0,,,cgn_direct
Kerrimuir,ALBERTA,2,,,,,,,,,,
Elliott's Siding,MANITOBA,2,,,,,,,,,,
Wasewa,MANITOBA,2,,,,,,,,,,
Woodworth,MANITOBA,2,GBEOJ,Woodworth,MUN2,49.9252780,-100.6586100,,,MB162007,Q1662033,cgn_direct
Englefield,SASKATCHEWAN,2,HAHXA,Englefeld,,52.1620389,-104.6553444,,,,,agent_high
Strong's Sdg,SASKATCHEWAN,2,,,,,,,,,,
Forestberg,ALBERTA,2,IAFEA,Forestburg,,52.5838889,-112.0644444,,,,,agent_high
Finnic,SASKATCHEWAN,2,HANXZ,Finnie,,50.8551590,-103.2007660,,,,,agent_medium
Itune,SASKATCHEWAN,2,,,,,,,,,,
Kelliber,SASKATCHEWAN,2,,,,,,,,,,
Griffen,MANITOBA,2,,,,,,,,,,
"West St. John, N. B",QUEBEC,2,,,,,,,,,,
Pendennes,MANITOBA,2,GAVHV,Pendennis,,49.9752780,-100.1827800,,,,,agent_high
Redcliffe,ALBERTA,2,IAEJQ,Redcliff,,50.0775000,-110.7855556,,,AB191023,Q1013015,agent_high
Keeewatin,MANITOBA,2,FBTOO,Keewatin,,49.7591666,-94.5555555,,,,,agent_high
Phone Hill,SASKATCHEWAN,2,,,,,,,,,,
Stornaway,SASKATCHEWAN,2,HAJYC,Stornoway,,51.2938740,-102.0335330,,,,,agent_high
Strong Sdg,SASKATCHEWAN,2,,,,,,,,,,
Downs,SASKATCHEWAN,2,HAGUV,Downe,,51.8630680,-108.5320660,,,,,agent_medium
"W. St. John, N.B",QUEBEC,2,,,,,,,,,,
Dalney,MANITOBA,2,GAGBR,Dalny,,49.0994440,-100.9025000,,,,,agent_high
Glossop Siding,MANITOBA,2,GAJIG,Glossop,,50.3800000,-100.2988900,,,,,agent_high
Hargrove,MANITOBA,2,GAKIO,Hargrave,,49.9172220,-101.0719400,,,,,agent_high
Pipes one,MANITOBA,2,GAVTR,Pipestone,,49.5577780,-100.9455600,,,,,agent_high
Kellwood,MANITOBA,2,GANER,Kelwood,,50.6247220,-99.4616670,,,,,agent_high
Leteltier,MANITOBA,2,GAOMY,Letellier,,49.1358330,-97.3030560,,,,,agent_high
Lowc Farm,MANITOBA,2,GAPNX,Lowe Farm,,49.3547220,-97.5888890,,,,,agent_high
Arlet,SASKATCHEWAN,2,,,,,,,,,,
Bigger,SASKATCHEWAN,2,HATVI,Biggar,,52.0634611,-107.9790750,,,,,agent_medium
Biera,SASKATCHEWAN,2,,,,,,,,,,
Gionnel,SASKATCHEWAN,2,,,,,,,,,,
Dafne,SASKATCHEWAN,2,HATOG,Dafoe,,51.7534520,-104.5229900,,,,,agent_medium
Dumelm,SASKATCHEWAN,2,HAGYC,Dunelm,,50.1833669,-107.8173427,,,,,agent_medium
Tryanor,SASKATCHEWAN,2,HANUV,Traynor,,52.2440670,-108.3898500,,,,,agent_medium
Ardell,SASKATCHEWAN,2,HAOQS,Cardell,,49.9268480,-109.3222030,,,,,agent_high
Brocking,SASKATCHEWAN,2,,,,,,,,,,
Conder,SASKATCHEWAN,2,,,,,,,,,,
Hephurn,SASKATCHEWAN,2,HAPHN,Hepburn,,52.5239388,-106.7313056,,,,,agent_high
Hvas,SASKATCHEWAN,2,,,,,,,,,,
Lampiran,SASKATCHEWAN,2,,,,,,,,,,
Lask,SASKATCHEWAN,2,HAGCR,Leask,,53.0201528,-106.7415611,,,,,agent_high
Lipsort,SASKATCHEWAN,2,,,,,,,,,,
Rumyrade,SASKATCHEWAN,2,,,,,,,,,,
Tilbury,SASKATCHEWAN,2,,,,,,42.2667,-82.4333,ON110026,Q7802072,hr_places
Tiev,SASKATCHEWAN,2,,,,,,,,,,
Beanfield,SASKATCHEWAN,2,HAKGX,Beaufield,,51.7500590,-109.1007400,,,,,agent_high
Denson,SASKATCHEWAN,2,HAPML,Benson,,49.4584660,-103.0033460,,,,,agent_medium
Fleott,SASKATCHEWAN,2,,,,,,,,,,
Corlitz,SASKATCHEWAN,2,HADLG,Gorlitz,,51.4607480,-102.4435420,,,,,agent_high
Hunton,SASKATCHEWAN,2,HAFTT,Huntoon,,49.5500254,-103.2338345,,,,,agent_high
Jaamin,SASKATCHEWAN,2,HACAD,Jasmin,,51.2283416,-103.6461860,,,,,agent_medium
Johanna,SASKATCHEWAN,2,,,,,,,,,,
Lorrie,SASKATCHEWAN,2,HAHCA,Lorlie,,50.8405350,-103.2871960,,,,,agent_medium
Newfield,SASKATCHEWAN,2,,,,,,,,,,
Cheddle,ALBERTA,2,IALQG,Cheadle,,51.0144445,-113.5405556,,,,,agent_high
Fincastric,ALBERTA,2,,,,,,,,,,
Kloma,ALBERTA,2,IAQEJ,Keoma,,51.2169445,-113.6486111,,,,,agent_medium
Heilser,ALBERTA,2,IAJSH,Heisler,,52.6686111,-112.2227778,,,,,agent_medium
Innistrue,ALBERTA,2,,,,,,,,,,
Mechechen,ALBERTA,2,,,,,,,,,,
Bass Lake,MANITOBA,2,,,,,,,,,,
Bruce,MANITOBA,2,,,,,,,,ON104005,Q115260952,
Elmora,MANITOBA,2,,,,,,,,,,
Jarrow,MANITOBA,2,,,,,,,,,,
New Norway,MANITOBA,2,,,,,,,,AB196047,Q829541,
Ribstone,MANITOBA,2,,,,,,,,AB195016,Q7322437,
Spruce Grove,MANITOBA,2,,,,,,53.5333,-113.9167,AB199008,Q1013456,hr_places
Tofield,MANITOBA,2,,,,,,53.3667,-112.6667,AB199023,Q2146186,hr_places
Wainwright,MANITOBA,2,,,,,,,,AB195025,Q835304,
VANCOUVER,BRITISH COLUMBIA,2,JBRIK,Vancouver,CITY,49.2611110,-123.1138890,0.0,0.0,BC206005,Q24639,cgn_direct
Kewatin,MANITOBA,2,FBTOO,Keewatin,,49.7591666,-94.5555555,,,,,agent_high
Flumas,MANITOBA,2,GAVWV,Plumas,,50.3847220,-99.0863890,,,,,agent_medium
Sandford,MANITOBA,2,GAYHU,Sanford,,49.6825000,-97.4441670,,,ON120021,,agent_high
St. B. M,MANITOBA,2,,,,,,,,,,
allet,SASKATCHEWAN,2,,,,,,,,,,
squith,SASKATCHEWAN,2,HAMLA,Asquith,,52.1347731,-107.2266111,,,,,agent_high
Arpiers,SASKATCHEWAN,2,HATNM,Arpiers,UNP,51.9500344,-105.7839251,51.95,-105.7833,,,cgn_direct
Bradu,SASKATCHEWAN,2,HAKIV,Brada,,52.7188900,-108.1862800,,,,,agent_medium
Hoblema,ALBERTA,2,,,,,,,,,,
Mezappa,ALBERTA,2,,,,,,,,,,
Calgary,BRITISH COLUMBIA,2,,,,,,0.0,0.0,AB194026,Q36312,
Stations,BRITISH COLUMBIA,2,,,,,,,,,,parser_artifact
Winnipeg,BRITISH COLUMBIA,2,,,,,,0.0,0.0,MB160013,Q2135,
Garmel,SASKATCHEWAN,2,HAQMP,Carmel,,52.2236930,-105.3535420,,,,,agent_medium
Mecherche,ALBERTA,2,,,,,,,,,,
Lenore Lake,MANITOBA,2,,,,,,,,,,
Roselind,ALBERTA,2,IAFPT,Rosalind,,52.7897223,-112.4438889,,,,,agent_high
Crystall Springs,SASKATCHEWAN,2,HAUTI,Crystal Springs,,52.8070139,-105.3638250,,,,,agent_high
"Lenvale..... (P.O. name, Hanson)",SASKATCHEWAN,2,HAGEL,Lenvale,UNP,53.0166811,-104.5671473,,,,,cgn_direct
Polworth,SASKATCHEWAN,2,HAHPE,Polwarth,,53.4299650,-106.7343380,,,,,agent_high
Wimbourne,ALBERTA,2,IAPKO,Wimborne,,51.8661111,-113.5950000,,,,,agent_high
Fort Garry,MANITOBA,2,GAIPH,Fort Garry,UNP,49.8413890,-97.1500000,,,MB160004,,cgn_direct
"(See pages 34, 36, 37 and 38)",MANITOBA,2,,,,,,,,,,parser_artifact
(See page 21),MANITOBA,2,,,,,,,,,,parser_artifact
St. Boniface..... (See pages 24 and 38),MANITOBA,2,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
Balcarres..... (See page 83),SASKATCHEWAN,2,HACOG,Balcarres,TOWN,50.8049556,-103.5442500,0.0,0.0,SK176032,Q1909230,cgn_direct
Glen Bain,SASKATCHEWAN,2,HAAQF,Glenbain,UNP,49.8500295,-107.0173038,,,SK173022,Q5567584,cgn_direct
Kinley..... (See page 99),SASKATCHEWAN,2,HATVR,Kinley,VILG,52.0669520,-107.4259180,,,SK182034,Q2004280,cgn_direct
Maryfield..... (See page 102),MANITOBA,2,HAKZY,Maryfield,VILG,49.8349836,-101.5258500,49.8333,-101.5333,SK171015,Q6781183,cgn_direct
"Regina..... (See pages 108, 119)",SASKATCHEWAN,2,HAIMP,Regina,CITY,50.4548389,-104.6066083,50.45,-104.6167,SK176022,Q2123,cgn_direct
Unity..... (See page 113),SASKATCHEWAN,2,HAIRP,Unity,TOWN,52.4421250,-109.1574917,52.45,-109.1667,SK183029,Q1917375,cgn_direct
Kinley..... (See page 59),SASKATCHEWAN,2,HATVR,Kinley,VILG,52.0669520,-107.4259180,,,SK182034,Q2004280,cgn_direct
(See page 61),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
(See page 66),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
(See page 70),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
Wadena..... (See page 77),SASKATCHEWAN,2,HAJMR,Wadena,TOWN,51.9459278,-103.7956750,51.95,-103.8,SK180018,Q1917448,cgn_direct
Wartime..... (See page 78),SASKATCHEWAN,2,HAJPX,Wartime,UNP,51.2125720,-108.1949860,51.2167,-108.1833,,,cgn_direct
Irricana..... (See page 153),ALBERTA,2,IALYH,Irricana,TOWN,51.3236111,-113.6080556,51.3167,-113.6167,AB194038,Q2003126,cgn_direct
Lethbridge..... (See pages 169 and 172),ALBERTA,2,IADGP,Lethbridge,CITY,49.6936111,-112.8419444,49.7,-112.8167,AB190018,Q270887,cgn_direct
Raley..... (See page 168),ALBERTA,2,IAEGP,Raley,UNP,49.2902778,-113.1830556,0.0,0.0,,,cgn_direct
(See page 131),ALBERTA,2,,,,,,,,,,parser_artifact
Morinville..... (See page 165),ALBERTA,2,IALHY,Morinville,TOWN,53.8027778,-113.6438889,53.8,-113.65,AB199020,Q1746026,cgn_direct
(See page 155),ALBERTA,2,,,,,,,,,,parser_artifact
"Edmonton..... (See pages 131, 150, 171 and 172)",ALBERTA,2,IACMP,Edmonton,CITY,53.5344445,-113.4902778,53.55,-113.4667,AB199016,Q2096,cgn_direct
"Vancouver..... (See pages 177, 178 and 179)",BRITISH COLUMBIA,2,JBRIK,Vancouver,CITY,49.2611110,-123.1138890,0.0,0.0,BC206005,Q24639,cgn_direct
Victoria..... (See page 179),BRITISH COLUMBIA,2,JBOBQ,Victoria,CITY,48.4283330,-123.3647220,48.4333,-123.3667,BC217001,Q2132,cgn_direct
"Fort William..... (See pages 184, 185 and 186)",ONTARIO,2,FOBSM,Fort William,MUN2,48.3543357,-89.2626760,,,ON147036,Q1438830,cgn_direct
(See page 35),MANITOBA,2,,,,,,,,,,parser_artifact
Russell..... (See page 25),MANITOBA,2,GAXTQ,Russell,TOWN,50.7808330,-101.2838900,50.7808,-101.2839,MB168006,Q1661260,cgn_direct
Sandy Lake....(A),MANITOBA,2,GAYGY,Sandy Lake,UNP,50.5272220,-100.1783300,,,,,cgn_direct
St. Boniface..... (See pages 25 and 40),MANITOBA,2,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
(See page 90),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
Kinley..... (See page 102),SASKATCHEWAN,2,HATVR,Kinley,VILG,52.0669520,-107.4259180,,,SK182034,Q2004280,cgn_direct
Regina..... (See pages 111 and 123),SASKATCHEWAN,2,HAIMP,Regina,CITY,50.4548389,-104.6066083,50.45,-104.6167,SK176022,Q2123,cgn_direct
St. Alpehe,SASKATCHEWAN,2,,,,,,,,,,
Thaxter,SASKATCHEWAN,2,HAUTO,Thaxted,,52.9613090,-104.6055350,,,,,agent_high
Balcarres..... (See page 48),SASKATCHEWAN,2,HACOG,Balcarres,TOWN,50.8049556,-103.5442500,0.0,0.0,SK176032,Q1909230,cgn_direct
Fonehill..... (A),SASKATCHEWAN,2,HACBT,Fonehill,UNP,51.2101740,-102.6849180,,,,,cgn_direct
Gorlitz..... (A),SASKATCHEWAN,2,HADLG,Gorlitz,UNP,51.4607480,-102.4435420,51.4667,-102.45,,,cgn_direct
Iffley..... (Joint trackage),SASKATCHEWAN,2,HAATH,Iffley,UNP,52.9834075,-108.1673299,,,,,cgn_direct
Kinley..... (See page 63),SASKATCHEWAN,2,HATVR,Kinley,VILG,52.0669520,-107.4259180,,,SK182034,Q2004280,cgn_direct
Mossbank..... (See page 68),SASKATCHEWAN,2,HALWE,Mossbank,TOWN,49.9396278,-105.9631667,,,SK173039,Q1915513,cgn_direct
Nokomis..... (See page 69),SASKATCHEWAN,2,HATOI,Nokomis,TOWN,51.5108167,-105.0068306,51.5,-105.0,SK181025,Q1878805,cgn_direct
Sturdee.....(A),SASKATCHEWAN,2,HAMVV,Sturdee,UNP,51.2064240,-102.3574740,,,,,cgn_direct
Wartime..... (See page 81),SASKATCHEWAN,2,HAJPX,Wartime,UNP,51.2125720,-108.1949860,51.2167,-108.1833,,,cgn_direct
Young's Siding...*,SASKATCHEWAN,2,,,,,,,,,,
Bradshaw.....(A),ALBERTA,2,,,,,,,,,,
"Calgary..... (See pages 174, 175, 176, 178)",ALBERTA,2,IAKID,Calgary,CITY,51.0458333,-114.0574999,0.0,0.0,AB194026,Q36312,cgn_direct
Camrose..... (See page 154),ALBERTA,2,IAKKF,Camrose,CITY,53.0247222,-112.8241667,53.0167,-112.8333,AB196025,Q775610,cgn_direct
(See page 156),ALBERTA,2,,,,,,,,,,parser_artifact
(See page 174),ALBERTA,2,,,,,,,,,,parser_artifact
Stoburt,ALBERTA,2,IALRE,Stobart,,50.8994444,-113.1394444,,,,,agent_high
Sylvan Lake..... (See page 164),ALBERTA,2,IAMRT,Sylvan Lake,TOWN,52.3088888,-114.0977778,,,AB197026,Q2046751,cgn_direct
"(See pages 137, 175, 177, 178)",ALBERTA,2,,,,,,,,,,parser_artifact
(See page 146),ALBERTA,2,,,,,,,,,,parser_artifact
"Edmonton..... (See pages 137, 156, 177 and 178)",ALBERTA,2,IACMP,Edmonton,CITY,53.5344445,-113.4902778,53.55,-113.4667,AB199016,Q2096,cgn_direct
Hartney..... (See page 31),MANITOBA,2,GAKKP,Hartney,TOWN,49.4808330,-100.5225000,49.4808,-100.5225,MB158011,Q75838,cgn_direct
(See page 20),MANITOBA,2,,,,,,,,,,parser_artifact
Gross Isle,MANITOBA,2,GAJYF,Grosse Isle,,50.0636110,-97.4416670,,,,,agent_high
(See page 24),MANITOBA,2,,,,,,,,,,parser_artifact
"Winnipeg..... (See pages 27, 36, 39 and 40)",MANITOBA,2,GBEIN,Winnipeg,CITY,49.8844440,-97.1463890,0.0,0.0,MB160013,Q2135,cgn_direct
St. Boniface..... (See pages 26 and 39),MANITOBA,2,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
"Winnipeg..... (See pages 27, 36, 38 and 39)",MANITOBA,2,GBEIN,Winnipeg,CITY,49.8844440,-97.1463890,0.0,0.0,MB160013,Q2135,cgn_direct
Balcarres..... (See page 87),SASKATCHEWAN,2,HACOG,Balcarres,TOWN,50.8049556,-103.5442500,0.0,0.0,SK176032,Q1909230,cgn_direct
Griffin..... (See page 99),SASKATCHEWAN,2,HAOPC,Griffin,HAM,49.6666899,-103.4338530,49.6667,-103.4333,SK172011,Q5608813,cgn_direct
Hamlin..... (See page 99),SASKATCHEWAN,2,HAEKX,Hamlin,UNP,52.8667369,-108.3173450,52.8667,-108.3167,,,cgn_direct
Hatherleigh..... (See page 100),SASKATCHEWAN,2,HAEWL,Hatherleigh,UNP,53.0167383,-108.0339853,,,,,cgn_direct
(P.O. name Hanson),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
Nokomis..... (See page 108),SASKATCHEWAN,2,HATOI,Nokomis,TOWN,51.5108167,-105.0068306,51.5,-105.0,SK181025,Q1878805,cgn_direct
(See pages 111 and 123),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
St. Alphege,SASKATCHEWAN,2,HAHFH,St. Alphege,UNP,52.3766440,-108.6311370,,,,,cgn_direct
Young..... (See page 120),SASKATCHEWAN,2,HATYM,Young,VILG,51.7652300,-105.7444680,51.7833,-105.75,SK181054,Q2205395,cgn_direct
(See page 48),SASKATCHEWAN,2,,,,,,,,,,parser_artifact
